Date,Time,Monkey,Panel,Sess Time,Trial,Trial Time,"code (0 grid touch, 1 large pix touch, 2 failed trial)",Latency to grid touch,Grid Choice,Category,Picture,Switch?,Switch count,Left categ,Left picture,Right categ,Right picture,Correct Trials,Failed Trials,% Failed,% success,Correct Trials Left,Correct Trials Right,% left choice,% right choice,record number
2016_04_08_1_28_PM,41006.52004,30557,6,19735,1,14639,0,14639,1,Affiliative,AFF1.JPG,,0,Fruit,FRT4.JPG,Affiliative,AFF1.JPG,1,0,0,100,0,1,0,100,1
2016_04_08_1_28_PM,41006.52006,30557,6,21135,1,16039,1,16039,99,,,,0,,,,,1,0,0,100,0,1,0,100,2
2016_04_08_1_29_PM,41006.52065,30557,6,72147,2,6052,0,6052,1,Affiliative,AFF3.JPG,,0,Fruit,FRT5.JPG,Affiliative,AFF3.JPG,2,0,0,100,0,2,0,100,3
2016_04_08_1_29_PM,41006.52068,30557,6,74984,2,8889,1,8889,99,,,,0,,,,,2,0,0,100,0,2,0,100,4
2016_04_08_1_29_PM,41006.52069,30557,6,75654,2,9559,1,9559,99,,,,0,,,,,2,0,0,100,0,2,0,100,5
2016_04_08_1_29_PM,41006.5207,30557,6,77064,2,10969,1,10969,99,,,,0,,,,,2,0,0,100,0,2,0,100,6
2016_04_08_1_29_PM,41006.52071,30557,6,77988,2,11893,1,11893,99,,,,0,,,,,2,0,0,100,0,2,0,100,7
2016_04_08_1_29_PM,41006.52073,30557,6,79653,2,13558,1,13558,99,,,,0,,,,,2,0,0,100,0,2,0,100,8
2016_04_08_1_30_PM,41006.52102,30557,6,104557,2,38462,1,38462,99,,,,0,,,,,2,0,0,100,0,2,0,100,9
2016_04_08_1_30_PM,41006.52104,30557,6,106011,2,39916,1,39916,99,,,,0,,,,,2,0,0,100,0,2,0,100,10
2016_04_08_1_30_PM,41006.52131,30557,6,129547,3,2452,0,2452,1,Affiliative,AFF2.JPG,,0,Fruit,FRT6.JPG,Affiliative,AFF2.JPG,3,0,0,100,0,3,0,100,11
2016_04_08_1_30_PM,41006.52133,30557,6,131176,3,4081,1,4081,99,,,,0,,,,,3,0,0,100,0,3,0,100,12
2016_04_08_1_30_PM,41006.52134,30557,6,132336,3,5241,1,5241,99,,,,0,,,,,3,0,0,100,0,3,0,100,13
2016_04_08_1_30_PM,41006.52135,30557,6,133062,3,5967,1,5967,99,,,,0,,,,,3,0,0,100,0,3,0,100,14
2016_04_08_1_30_PM,41006.52143,30557,6,139746,3,12651,1,12651,99,,,,0,,,,,3,0,0,100,0,3,0,100,15
2016_04_08_1_31_PM,41006.52216,30557,6,203095,4,15000,2,15000,99,,,,0,Fruit,FRT2.JPG,Affiliative,AFF4.JPG,3,1,25,75,0,3,0,100,16
2016_04_08_1_32_PM,41006.52287,30557,6,264095,5,15000,2,15000,99,,,,0,Fruit,FRT3.JPG,Affiliative,AFF5.JPG,3,2,40,60,0,3,0,100,17
2016_04_08_1_33_PM,41006.52346,30557,6,315234,6,5139,0,5139,1,Affiliative,AFF6.JPG,,0,Fruit,FRT1.JPG,Affiliative,AFF6.JPG,4,2,33,67,0,4,0,100,18
2016_04_08_1_33_PM,41006.52348,30557,6,316645,6,6550,1,6550,99,,,,0,,,,,4,2,33,67,0,4,0,100,19
2016_04_08_1_33_PM,41006.5235,30557,6,318669,6,8574,1,8574,99,,,,0,,,,,4,2,33,67,0,4,0,100,20
2016_04_08_1_34_PM,41006.52422,30557,6,381195,7,10100,0,10100,1,Lab,LAB1.JPG,,0,Nature,NAT4.JPG,Lab,LAB1.JPG,5,2,29,71,0,5,0,100,21
2016_04_08_1_34_PM,41006.52425,30557,6,383494,7,12399,1,12399,99,,,,0,,,,,5,2,29,71,0,5,0,100,22
2016_04_08_1_34_PM,41006.52426,30557,6,384715,7,13620,1,13620,99,,,,0,,,,,5,2,29,71,0,5,0,100,23
2016_04_08_1_34_PM,41006.52428,30557,6,386472,7,15377,1,15377,99,,,,0,,,,,5,2,29,71,0,5,0,100,24
2016_04_08_1_35_PM,41006.52431,30557,6,388677,7,17582,1,17582,99,,,,0,,,,,5,2,29,71,0,5,0,100,25
2016_04_08_1_35_PM,41006.52434,30557,6,391457,7,20362,1,20362,99,,,,0,,,,,5,2,29,71,0,5,0,100,26
2016_04_08_1_35_PM,41006.52491,30557,6,440317,8,8221,0,8221,0,Nature,NAT1.JPG,1,1,Nature,NAT1.JPG,Lab,LAB3.JPG,6,2,25,75,1,5,17,83,27
2016_04_08_1_35_PM,41006.52494,30557,6,443168,8,11072,1,11072,99,,,,1,,,,,6,2,25,75,1,5,17,83,28
2016_04_08_1_35_PM,41006.52498,30557,6,446535,8,14439,1,14439,99,,,,1,,,,,6,2,25,75,1,5,17,83,29
2016_04_08_1_36_PM,41006.525,30557,6,448235,8,16139,1,16139,99,,,,1,,,,,6,2,25,75,1,5,17,83,30
2016_04_08_1_36_PM,41006.52502,30557,6,449742,8,17646,1,17646,99,,,,1,,,,,6,2,25,75,1,5,17,83,31
2016_04_08_1_36_PM,41006.52503,30557,6,450934,8,18838,1,18838,99,,,,1,,,,,6,2,25,75,1,5,17,83,32
2016_04_08_1_36_PM,41006.52504,30557,6,451914,8,19818,1,19818,99,,,,1,,,,,6,2,25,75,1,5,17,83,33
2016_04_08_1_36_PM,41006.52506,30557,6,453303,8,21207,1,21207,99,,,,1,,,,,6,2,25,75,1,5,17,83,34
2016_04_08_1_36_PM,41006.52562,30557,6,501739,9,8644,0,8644,1,Lab,LAB4.JPG,1,2,Nature,NAT5.JPG,Lab,LAB4.JPG,7,2,22,78,1,6,14,86,35
2016_04_08_1_36_PM,41006.52563,30557,6,502996,9,9901,1,9901,99,,,,2,,,,,7,2,22,78,1,6,14,86,36
2016_04_08_1_36_PM,41006.52564,30557,6,503922,9,10827,1,10827,99,,,,2,,,,,7,2,22,78,1,6,14,86,37
2016_04_08_1_36_PM,41006.52566,30557,6,504946,9,11851,1,11851,99,,,,2,,,,,7,2,22,78,1,6,14,86,38
2016_04_08_1_36_PM,41006.52566,30557,6,505670,9,12575,1,12575,99,,,,2,,,,,7,2,22,78,1,6,14,86,39
2016_04_08_1_37_PM,41006.52569,30557,6,508280,9,15185,1,15185,99,,,,2,,,,,7,2,22,78,1,6,14,86,40
2016_04_08_1_37_PM,41006.52573,30557,6,511052,9,17957,1,17957,99,,,,2,,,,,7,2,22,78,1,6,14,86,41
2016_04_08_1_37_PM,41006.52574,30557,6,512582,9,19487,1,19487,99,,,,2,,,,,7,2,22,78,1,6,14,86,42
2016_04_08_1_37_PM,41006.52576,30557,6,513742,9,20647,1,20647,99,,,,2,,,,,7,2,22,78,1,6,14,86,43
2016_04_08_1_37_PM,41006.52626,30557,6,557027,10,2932,0,2932,0,Nature,NAT2.JPG,1,3,Nature,NAT2.JPG,Lab,LAB6.JPG,8,2,20,80,2,6,25,75,44
2016_04_08_1_37_PM,41006.52629,30557,6,559636,10,5541,1,5541,99,,,,3,,,,,8,2,20,80,2,6,25,75,45
2016_04_08_1_37_PM,41006.5263,30557,6,560843,10,6748,1,6748,99,,,,3,,,,,8,2,20,80,2,6,25,75,46
2016_04_08_1_37_PM,41006.5263,30557,6,561007,10,6912,1,6912,99,,,,3,,,,,8,2,20,80,2,6,25,75,47
2016_04_08_1_37_PM,41006.52631,30557,6,561062,10,6967,1,6967,99,,,,3,,,,,8,2,20,80,2,6,25,75,48
2016_04_08_1_37_PM,41006.52637,30557,6,566595,10,12500,1,12500,99,,,,3,,,,,8,2,20,80,2,6,25,75,49
