Date,Time,Monkey,Panel,Sess Time,Trial,Trial Time,"code (0 grid touch, 1 large pix touch, 2 failed trial)",Latency to grid touch,Grid Choice,Category,Picture,Switch?,Switch count,Left categ,Left picture,Right categ,Right picture,Correct Trials,Failed Trials,% Failed,% success,Correct Trials Left,Correct Trials Right,% left choice,% right choice,record number
2016_04_14_2_45_PM,41012.57315,30606,0,22197,1,15000,2,15000,99,,,,0,Cynomolgus,CYN1.JPG,Affiliative,AFF6.JPG,0,1,100,0,0,0,NaN,NaN,1
2016_04_14_2_46_PM,41012.57386,30606,0,83197,2,15000,2,15000,99,,,,0,Cynomolgus,CYN4.JPG,Affiliative,AFF1.JPG,0,2,100,0,0,0,NaN,NaN,2
2016_04_14_2_47_PM,41012.57456,30606,0,144197,3,15000,2,15000,99,,,,0,Cynomolgus,CYN2.JPG,Affiliative,AFF2.JPG,0,3,100,0,0,0,NaN,NaN,3
2016_04_14_2_48_PM,41012.57527,30606,0,205197,4,15000,2,15000,99,,,,0,Cynomolgus,CYN3.JPG,Affiliative,AFF3.JPG,0,4,100,0,0,0,NaN,NaN,4
2016_04_14_2_49_PM,41012.57597,30606,0,266197,5,15000,2,15000,99,,,,0,Cynomolgus,CYN6.JPG,Affiliative,AFF5.JPG,0,5,100,0,0,0,NaN,NaN,5
2016_04_14_2_50_PM,41012.57668,30606,0,327197,6,15000,2,15000,99,,,,0,Cynomolgus,CYN5.JPG,Affiliative,AFF4.JPG,0,6,100,0,0,0,NaN,NaN,6
2016_04_14_2_51_PM,41012.57739,30606,0,388197,7,15000,2,15000,99,,,,0,Nature,NAT3.JPG,Lab,LAB1.JPG,0,7,100,0,0,0,NaN,NaN,7
2016_04_14_2_52_PM,41012.57809,30606,0,449197,8,15000,2,15000,99,,,,0,Nature,NAT5.JPG,Lab,LAB5.JPG,0,8,100,0,0,0,NaN,NaN,8
2016_04_14_2_53_PM,41012.5788,30606,0,510197,9,15000,2,15000,99,,,,0,Nature,NAT6.JPG,Lab,LAB3.JPG,0,9,100,0,0,0,NaN,NaN,9
2016_04_14_2_54_PM,41012.5795,30606,0,571196,10,15000,2,15000,99,,,,0,Nature,NAT1.JPG,Lab,LAB2.JPG,0,10,100,0,0,0,NaN,NaN,10
2016_04_14_2_55_PM,41012.58021,30606,0,632196,11,15000,2,15000,99,,,,0,Nature,NAT4.JPG,Lab,LAB4.JPG,0,11,100,0,0,0,NaN,NaN,11
2016_04_14_2_56_PM,41012.58092,30606,0,693196,12,15000,2,15000,99,,,,0,Nature,NAT2.JPG,Lab,LAB6.JPG,0,12,100,0,0,0,NaN,NaN,12
2016_04_14_2_57_PM,41012.58162,30606,0,754197,13,15000,2,15000,99,,,,0,Lab,LAB5.JPG,Affiliative,AFF6.JPG,0,13,100,0,0,0,NaN,NaN,13
2016_04_14_2_58_PM,41012.58233,30606,0,815196,14,15000,2,15000,99,,,,0,Lab,LAB2.JPG,Affiliative,AFF5.JPG,0,14,100,0,0,0,NaN,NaN,14
2016_04_14_2_59_PM,41012.58303,30606,0,876196,15,15000,2,15000,99,,,,0,Lab,LAB6.JPG,Affiliative,AFF2.JPG,0,15,100,0,0,0,NaN,NaN,15
2016_04_14_3_00_PM,41012.58374,30606,0,937197,16,15000,2,15000,99,,,,0,Lab,LAB3.JPG,Affiliative,AFF4.JPG,0,16,100,0,0,0,NaN,NaN,16
2016_04_14_3_01_PM,41012.58445,30606,0,998197,17,15000,2,15000,99,,,,0,Lab,LAB4.JPG,Affiliative,AFF1.JPG,0,17,100,0,0,0,NaN,NaN,17
2016_04_14_3_02_PM,41012.58506,30606,0,1051442,18,7245,0,7245,0,Lab,LAB1.JPG,,0,Lab,LAB1.JPG,Affiliative,AFF3.JPG,1,17,94,6,1,0,100,0,18
2016_04_14_3_03_PM,41012.58593,30606,0,1126197,19,15000,2,15000,99,,,,0,Fruit,FRT5.JPG,Lab,LAB5.JPG,1,18,95,5,1,0,100,0,19
2016_04_14_3_04_PM,41012.58663,30606,0,1187197,20,15000,2,15000,99,,,,0,Fruit,FRT1.JPG,Lab,LAB3.JPG,1,19,95,5,1,0,100,0,20
2016_04_14_3_05_PM,41012.58734,30606,0,1248197,21,15000,2,15000,99,,,,0,Fruit,FRT4.JPG,Lab,LAB6.JPG,1,20,95,5,1,0,100,0,21
2016_04_14_3_06_PM,41012.58792,30606,0,1298430,22,4233,0,4233,0,Fruit,FRT2.JPG,,0,Fruit,FRT2.JPG,Lab,LAB1.JPG,2,20,91,9,2,0,100,0,22
2016_04_14_3_07_PM,41012.58875,30606,0,1370197,23,15000,2,15000,99,,,,0,Fruit,FRT3.JPG,Lab,LAB2.JPG,2,21,91,9,2,0,100,0,23
2016_04_14_3_08_PM,41012.58946,30606,0,1431197,24,15000,2,15000,99,,,,0,Fruit,FRT6.JPG,Lab,LAB4.JPG,2,22,92,8,2,0,100,0,24
2016_04_14_3_09_PM,41012.59007,30606,0,1484262,25,7065,0,7065,0,Cynomolgus,CYN2.JPG,,0,Cynomolgus,CYN2.JPG,Nature,NAT5.JPG,3,22,88,12,3,0,100,0,25
2016_04_14_3_10_PM,41012.59087,30606,0,1553197,26,15000,2,15000,99,,,,0,Cynomolgus,CYN3.JPG,Nature,NAT6.JPG,3,23,88,12,3,0,100,0,26
2016_04_14_3_11_PM,41012.59158,30606,0,1614197,27,15000,2,15000,99,,,,0,Cynomolgus,CYN1.JPG,Nature,NAT3.JPG,3,24,89,11,3,0,100,0,27
2016_04_14_3_12_PM,41012.59228,30606,0,1675197,28,15000,2,15000,99,,,,0,Cynomolgus,CYN4.JPG,Nature,NAT2.JPG,3,25,89,11,3,0,100,0,28
