Date	Time	Monkey	Panel	Sess Time	Trial	Trial Time	code (0 grid touch, 1 large pix touch, 2 failed trial)	Latency to grid touch	Grid Choice	Category	Picture	Switch?	Switch count	Left categ	Left picture	Right categ	Right picture	Correct Trials	Failed Trials	% Failed	% success	Correct Trials Left	Correct Trials Right	% left choice	% right choice	record number
2016_04_04_9_11_AM	41002.3414036600	30547	11	20140	1	15000	2	15000	99				0	Fruit	FRT3.JPG	Lab	LAB6.JPG	0	1	100	0	0	0	NaN	NaN	1
2016_04_04_9_12_AM	41002.3421096726	30547	11	81139	2	15000	2	15000	99				0	Fruit	FRT4.JPG	Lab	LAB1.JPG	0	2	100	0	0	0	NaN	NaN	2
2016_04_04_9_13_AM	41002.3428156852	30547	11	142139	3	15000	2	15000	99				0	Fruit	FRT5.JPG	Lab	LAB4.JPG	0	3	100	0	0	0	NaN	NaN	3
2016_04_04_9_14_AM	41002.3435217210	30547	11	203140	4	15000	2	15000	99				0	Fruit	FRT2.JPG	Lab	LAB3.JPG	0	4	100	0	0	0	NaN	NaN	4
2016_04_04_9_15_AM	41002.3442277220	30547	11	264139	5	15000	2	15000	99				0	Fruit	FRT6.JPG	Lab	LAB5.JPG	0	5	100	0	0	0	NaN	NaN	5
2016_04_04_9_16_AM	41002.3449337462	30547	11	325139	6	15000	2	15000	99				0	Fruit	FRT1.JPG	Lab	LAB2.JPG	0	6	100	0	0	0	NaN	NaN	6
2016_04_04_9_17_AM	41002.3456397588	30547	11	386139	7	15000	2	15000	99				0	Fruit	FRT6.JPG	Affiliative	AFF2.JPG	0	7	100	0	0	0	NaN	NaN	7
2016_04_04_9_18_AM	41002.3463457830	30547	11	447139	8	15000	2	15000	99				0	Fruit	FRT2.JPG	Affiliative	AFF3.JPG	0	8	100	0	0	0	NaN	NaN	8
2016_04_04_9_19_AM	41002.3470517956	30547	11	508139	9	15000	2	15000	99				0	Fruit	FRT5.JPG	Affiliative	AFF5.JPG	0	9	100	0	0	0	NaN	NaN	9
2016_04_04_9_20_AM	41002.3477578197	30547	11	569139	10	15000	2	15000	99				0	Fruit	FRT3.JPG	Affiliative	AFF1.JPG	0	10	100	0	0	0	NaN	NaN	10
2016_04_04_9_21_AM	41002.3484638323	30547	11	630139	11	15000	2	15000	99				0	Fruit	FRT1.JPG	Affiliative	AFF6.JPG	0	11	100	0	0	0	NaN	NaN	11
2016_04_04_9_22_AM	41002.3491698565	30547	11	691139	12	15000	2	15000	99				0	Fruit	FRT4.JPG	Affiliative	AFF4.JPG	0	12	100	0	0	0	NaN	NaN	12
2016_04_04_9_23_AM	41002.3499221681	30547	11	756139	13	15000	2	15000	99				0	Affiliative	AFF4.JPG	Lab	LAB1.JPG	0	13	100	0	0	0	NaN	NaN	13
2016_04_04_9_24_AM	41002.3506282038	30547	11	817140	14	15000	2	15000	99				0	Affiliative	AFF1.JPG	Lab	LAB6.JPG	0	14	100	0	0	0	NaN	NaN	14
2016_04_04_9_25_AM	41002.3513342164	30547	11	878140	15	15000	2	15000	99				0	Affiliative	AFF2.JPG	Lab	LAB5.JPG	0	15	100	0	0	0	NaN	NaN	15
2016_04_04_9_26_AM	41002.3520402406	30547	11	939140	16	15000	2	15000	99				0	Affiliative	AFF5.JPG	Lab	LAB3.JPG	0	16	100	0	0	0	NaN	NaN	16
2016_04_04_9_27_AM	41002.3527462532	30547	11	1000140	17	15000	2	15000	99				0	Affiliative	AFF3.JPG	Lab	LAB2.JPG	0	17	100	0	0	0	NaN	NaN	17
2016_04_04_9_28_AM	41002.3534522774	30547	11	1061140	18	15000	2	15000	99				0	Affiliative	AFF6.JPG	Lab	LAB4.JPG	0	18	100	0	0	0	NaN	NaN	18
2016_04_04_9_29_AM	41002.3541582900	30547	11	1122140	19	15000	2	15000	99				0	Nature	NAT3.JPG	Affiliative	AFF4.JPG	0	19	100	0	0	0	NaN	NaN	19
2016_04_04_9_31_AM	41002.3548643142	30547	11	1183140	20	15000	2	15000	99				0	Nature	NAT5.JPG	Affiliative	AFF6.JPG	0	20	100	0	0	0	NaN	NaN	20
2016_04_04_9_32_AM	41002.3555703152	30547	11	1244139	21	15000	2	15000	99				0	Nature	NAT6.JPG	Affiliative	AFF5.JPG	0	21	100	0	0	0	NaN	NaN	21
2016_04_04_9_33_AM	41002.3562763394	30547	11	1305139	22	15000	2	15000	99				0	Nature	NAT2.JPG	Affiliative	AFF1.JPG	0	22	100	0	0	0	NaN	NaN	22
2016_04_04_9_34_AM	41002.3569823520	30547	11	1366139	23	15000	2	15000	99				0	Nature	NAT1.JPG	Affiliative	AFF3.JPG	0	23	100	0	0	0	NaN	NaN	23
2016_04_04_9_35_AM	41002.3576883762	30547	11	1427139	24	15000	2	15000	99				0	Nature	NAT4.JPG	Affiliative	AFF2.JPG	0	24	100	0	0	0	NaN	NaN	24
2016_04_04_9_36_AM	41002.3584406877	30547	11	1492139	25	15000	2	15000	99				0	Lab	LAB6.JPG	Nature	NAT2.JPG	0	25	100	0	0	0	NaN	NaN	25
2016_04_04_9_37_AM	41002.3591467003	30547	11	1553139	26	15000	2	15000	99				0	Lab	LAB5.JPG	Nature	NAT1.JPG	0	26	100	0	0	0	NaN	NaN	26
2016_04_04_9_38_AM	41002.3598527361	30547	11	1614140	27	15000	2	15000	99				0	Lab	LAB2.JPG	Nature	NAT6.JPG	0	27	100	0	0	0	NaN	NaN	27
2016_04_04_9_39_AM	41002.3605587487	30547	11	1675140	28	15000	2	15000	99				0	Lab	LAB3.JPG	Nature	NAT3.JPG	0	28	100	0	0	0	NaN	NaN	28
2016_04_04_9_40_AM	41002.3612647729	30547	11	1736140	29	15000	2	15000	99				0	Lab	LAB1.JPG	Nature	NAT5.JPG	0	29	100	0	0	0	NaN	NaN	29
2016_04_04_9_41_AM	41002.3619707970	30547	11	1797140	30	15000	2	15000	99				0	Lab	LAB4.JPG	Nature	NAT4.JPG	0	30	100	0	0	0	NaN	NaN	30
2016_04_04_9_42_AM	41002.3626768096	30547	11	1858140	31	15000	2	15000	99				0	Nature	NAT6.JPG	Fruit	FRT4.JPG	0	31	100	0	0	0	NaN	NaN	31
2016_04_04_9_43_AM	41002.3633828338	30547	11	1919140	32	15000	2	15000	99				0	Nature	NAT3.JPG	Fruit	FRT3.JPG	0	32	100	0	0	0	NaN	NaN	32
2016_04_04_9_44_AM	41002.3640888348	30547	11	1980139	33	15000	2	15000	99				0	Nature	NAT2.JPG	Fruit	FRT6.JPG	0	33	100	0	0	0	NaN	NaN	33
2016_04_04_9_45_AM	41002.3647948590	30547	11	2041139	34	15000	2	15000	99				0	Nature	NAT4.JPG	Fruit	FRT2.JPG	0	34	100	0	0	0	NaN	NaN	34
2016_04_04_9_46_AM	41002.3655008716	30547	11	2102139	35	15000	2	15000	99				0	Nature	NAT5.JPG	Fruit	FRT1.JPG	0	35	100	0	0	0	NaN	NaN	35
2016_04_04_9_47_AM	41002.3662068958	30547	11	2163139	36	15000	2	15000	99				0	Nature	NAT1.JPG	Fruit	FRT5.JPG	0	36	100	0	0	0	NaN	NaN	36
Date	Time	Monkey	Panel	Sess Time	Trial	Trial Time	code (0 grid touch, 1 large pix touch, 2 failed trial)	Latency to grid touch	Grid Choice	Category	Picture	Switch?	Switch count	Left categ	Left picture	Right categ	Right picture	Correct Trials	Failed Trials	% Failed	% success	Correct Trials Left	Correct Trials Right	% left choice	% right choice	record number
2016_04_04_9_24_AM	41002.3506649094	29987	10	17772	1	13322	0	13322	0	Nature	NAT1.JPG		0	Nature	NAT1.JPG	Lab	LAB1.JPG	1	0	0	100	1	0	100	0	1
2016_04_04_9_25_AM	41002.3507666630	29987	10	26587	1	22137	1	22137	99				0					1	0	0	100	1	0	100	0	2
2016_04_04_9_25_AM	41002.3507995815	29987	10	29430	1	24980	1	24980	99				0					1	0	0	100	1	0	100	0	3
2016_04_04_9_26_AM	41002.3513900667	29987	10	80449	2	15000	2	15000	99				0	Nature	NAT6.JPG	Lab	LAB2.JPG	1	1	50	50	1	0	100	0	4
2016_04_04_9_27_AM	41002.3520960908	29987	10	141450	3	15000	2	15000	99				0	Nature	NAT4.JPG	Lab	LAB3.JPG	1	2	67	33	1	0	100	0	5
2016_04_04_9_28_AM	41002.3528021034	29987	10	202449	4	15000	2	15000	99				0	Nature	NAT2.JPG	Lab	LAB4.JPG	1	3	75	25	1	0	100	0	6
2016_04_04_9_29_AM	41002.3535081161	29987	10	263449	5	15000	2	15000	99				0	Nature	NAT3.JPG	Lab	LAB5.JPG	1	4	80	20	1	0	100	0	7
2016_04_04_9_29_AM	41002.3540973627	29987	10	314315	6	4866	0	4866	1	Lab	LAB6.JPG	1	1	Nature	NAT5.JPG	Lab	LAB6.JPG	2	4	67	33	1	1	50	50	8
2016_04_04_9_30_AM	41002.3541945442	29987	10	322756	6	13307	1	13307	99				1					2	4	67	33	1	1	50	50	9
2016_04_04_9_31_AM	41002.3549011124	29987	10	383785	7	13336	0	13336	1	Fruit	FRT5.JPG		1	Nature	NAT2.JPG	Fruit	FRT5.JPG	3	4	57	43	1	2	33	67	10
2016_04_04_9_31_AM	41002.3552561095	29987	10	414475	7	44026	1	44026	99				1					3	4	57	43	1	2	33	67	11
2016_04_04_9_32_AM	41002.3556261770	29987	10	446449	8	15000	2	15000	99				1	Nature	NAT4.JPG	Fruit	FRT3.JPG	3	5	62	38	1	2	33	67	12
2016_04_04_9_32_AM	41002.3562050874	29987	10	496449	9	4000	0	4000	1	Fruit	FRT1.JPG		1	Nature	NAT5.JPG	Fruit	FRT1.JPG	4	5	56	44	1	3	25	75	13
2016_04_04_9_33_AM	41002.3565414145	29987	10	525526	9	33077	1	33077	99				1					4	5	56	44	1	3	25	75	14
2016_04_04_9_34_AM	41002.3570382138	29987	10	568449	10	15000	2	15000	99				1	Nature	NAT3.JPG	Fruit	FRT2.JPG	4	6	60	40	1	3	25	75	15
2016_04_04_9_35_AM	41002.3577442264	29987	10	629449	11	15000	2	15000	99				1	Nature	NAT1.JPG	Fruit	FRT6.JPG	4	7	64	36	1	3	25	75	16
2016_04_04_9_36_AM	41002.3584502506	29987	10	690449	12	15000	2	15000	99				1	Nature	NAT6.JPG	Fruit	FRT4.JPG	4	8	67	33	1	3	25	75	17
2016_04_04_9_37_AM	41002.3592025621	29987	10	755449	13	15000	2	15000	99				1	Affiliative	AFF6.JPG	Lab	LAB2.JPG	4	9	69	31	1	3	25	75	18
2016_04_04_9_38_AM	41002.3599085863	29987	10	816449	14	15000	2	15000	99				1	Affiliative	AFF4.JPG	Lab	LAB1.JPG	4	10	71	29	1	3	25	75	19
2016_04_04_9_39_AM	41002.3606145989	29987	10	877449	15	15000	2	15000	99				1	Affiliative	AFF1.JPG	Lab	LAB3.JPG	4	11	73	27	1	3	25	75	20
2016_04_04_9_40_AM	41002.3613206231	29987	10	938449	16	15000	2	15000	99				1	Affiliative	AFF2.JPG	Lab	LAB6.JPG	4	12	75	25	1	3	25	75	21
2016_04_04_9_41_AM	41002.3620266357	29987	10	999449	17	15000	2	15000	99				1	Affiliative	AFF3.JPG	Lab	LAB4.JPG	4	13	76	24	1	3	25	75	22
2016_04_04_9_42_AM	41002.3627326599	29987	10	1060449	18	15000	2	15000	99				1	Affiliative	AFF5.JPG	Lab	LAB5.JPG	4	14	78	22	1	3	25	75	23
2016_04_04_9_43_AM	41002.3634386725	29987	10	1121449	19	15000	2	15000	99				1	Nature	NAT4.JPG	Affiliative	AFF5.JPG	4	15	79	21	1	3	25	75	24
2016_04_04_9_44_AM	41002.3641446967	29987	10	1182449	20	15000	2	15000	99				1	Nature	NAT1.JPG	Affiliative	AFF2.JPG	4	16	80	20	1	3	25	75	25
2016_04_04_9_45_AM	41002.3648507208	29987	10	1243450	21	15000	2	15000	99				1	Nature	NAT3.JPG	Affiliative	AFF6.JPG	4	17	81	19	1	3	25	75	26
2016_04_04_9_46_AM	41002.3655567450	29987	10	1304450	22	15000	2	15000	99				1	Nature	NAT5.JPG	Affiliative	AFF3.JPG	4	18	82	18	1	3	25	75	27
2016_04_04_9_47_AM	41002.3662627576	29987	10	1365450	23	15000	2	15000	99				1	Nature	NAT2.JPG	Affiliative	AFF1.JPG	4	19	83	17	1	3	25	75	28
2016_04_04_9_48_AM	41002.3669687818	29987	10	1426450	24	15000	2	15000	99				1	Nature	NAT6.JPG	Affiliative	AFF4.JPG	4	20	83	17	1	3	25	75	29
2016_04_04_9_49_AM	41002.3677210933	29987	10	1491450	25	15000	2	15000	99				1	Affiliative	AFF6.JPG	Fruit	FRT5.JPG	4	21	84	16	1	3	25	75	30
2016_04_04_9_50_AM	41002.3684271175	29987	10	1552450	26	15000	2	15000	99				1	Affiliative	AFF3.JPG	Fruit	FRT3.JPG	4	22	85	15	1	3	25	75	31
2016_04_04_9_51_AM	41002.3691331301	29987	10	1613450	27	15000	2	15000	99				1	Affiliative	AFF2.JPG	Fruit	FRT1.JPG	4	23	85	15	1	3	25	75	32
2016_04_04_9_52_AM	41002.3697518576	29987	10	1666864	28	7414	0	7414	1	Fruit	FRT2.JPG		1	Affiliative	AFF1.JPG	Fruit	FRT2.JPG	5	23	82	18	1	4	20	80	33
2016_04_04_9_52_AM	41002.3699144364	29987	10	1680954	28	21504	1	21504	99				1					5	23	82	18	1	4	20	80	34
2016_04_04_9_53_AM	41002.3705451669	29987	10	1735450	29	15000	2	15000	99				1	Affiliative	AFF4.JPG	Fruit	FRT6.JPG	5	24	83	17	1	4	20	80	35
2016_04_04_9_54_AM	41002.3712511911	29987	10	1796450	30	15000	2	15000	99				1	Affiliative	AFF5.JPG	Fruit	FRT4.JPG	5	25	83	17	1	4	20	80	36
2016_04_04_9_55_AM	41002.3719572037	29987	10	1857450	31	15000	2	15000	99				1	Lab	LAB6.JPG	Fruit	FRT5.JPG	5	26	84	16	1	4	20	80	37
2016_04_04_9_56_AM	41002.3726632279	29987	10	1918450	32	15000	2	15000	99				1	Lab	LAB2.JPG	Fruit	FRT4.JPG	5	27	84	16	1	4	20	80	38
2016_04_04_9_57_AM	41002.3733692289	29987	10	1979449	33	15000	2	15000	99				1	Lab	LAB1.JPG	Fruit	FRT3.JPG	5	28	85	15	1	4	20	80	39
2016_04_04_9_58_AM	41002.3740752531	29987	10	2040449	34	15000	2	15000	99				1	Lab	LAB3.JPG	Fruit	FRT1.JPG	5	29	85	15	1	4	20	80	40
2016_04_04_9_59_AM	41002.3747812657	29987	10	2101449	35	15000	2	15000	99				1	Lab	LAB4.JPG	Fruit	FRT2.JPG	5	30	86	14	1	4	20	80	41
2016_04_04_10_00_AM	41002.3754872899	29987	10	2162449	36	15000	2	15000	99				1	Lab	LAB5.JPG	Fruit	FRT6.JPG	5	31	86	14	1	4	20	80	42
Date	Time	Monkey	Panel	Sess Time	Trial	Trial Time	code (0 grid touch, 1 large pix touch, 2 failed trial)	Latency to grid touch	Grid Choice	Category	Picture	Switch?	Switch count	Left categ	Left picture	Right categ	Right picture	Correct Trials	Failed Trials	% Failed	% success	Correct Trials Left	Correct Trials Right	% left choice	% right choice	record number
2016_04_04_9_24_AM	41002.3501252425	30016	9	19676	1	15008	2	15008	99				0	Affiliative	AFF4.JPG	Fruit	FRT5.JPG	0	1	100	0	0	0	NaN	NaN	1
2016_04_04_9_25_AM	41002.3508085455	30016	9	78680	2	13013	0	13013	1	Fruit	FRT6.JPG		0	Affiliative	AFF1.JPG	Fruit	FRT6.JPG	1	1	50	50	0	1	0	100	2
2016_04_04_9_25_AM	41002.3508221458	30016	9	79888	2	14221	1	14221	99				0					1	1	50	50	0	1	0	100	3
2016_04_04_9_25_AM	41002.3508653080	30016	9	83618	2	17951	1	17951	99				0					1	1	50	50	0	1	0	100	4
2016_04_04_9_26_AM	41002.3513949679	30016	9	129346	3	2679	0	2679	0	Affiliative	AFF6.JPG	1	1	Affiliative	AFF6.JPG	Fruit	FRT1.JPG	2	1	33	67	1	1	50	50	5
2016_04_04_9_26_AM	41002.3514519851	30016	9	134307	3	7640	1	7640	99				1					2	1	33	67	1	1	50	50	6
2016_04_04_9_26_AM	41002.3514741275	30016	9	136219	3	9552	1	9552	99				1					2	1	33	67	1	1	50	50	7
2016_04_04_9_26_AM	41002.3517121851	30016	9	156789	3	30122	1	30122	99				1					2	1	33	67	1	1	50	50	8
2016_04_04_9_26_AM	41002.3517438999	30016	9	159529	3	32862	1	32862	99				1					2	1	33	67	1	1	50	50	9
2016_04_04_9_27_AM	41002.3522431877	30016	9	202667	4	15000	2	15000	99				1	Affiliative	AFF3.JPG	Fruit	FRT3.JPG	2	2	50	50	1	1	50	50	10
2016_04_04_9_28_AM	41002.3528323071	30016	9	253537	5	4870	0	4870	1	Fruit	FRT2.JPG	1	2	Affiliative	AFF2.JPG	Fruit	FRT2.JPG	3	2	40	60	1	2	33	67	11
2016_04_04_9_28_AM	41002.3530126299	30016	9	269146	5	20479	1	20479	99				2					3	2	40	60	1	2	33	67	12
2016_04_04_9_28_AM	41002.3532075716	30016	9	285989	5	37322	1	37322	99				2					3	2	40	60	1	2	33	67	13
2016_04_04_9_29_AM	41002.3535627192	30016	9	316648	6	6981	0	6981	0	Affiliative	AFF5.JPG	1	3	Affiliative	AFF5.JPG	Fruit	FRT4.JPG	4	2	33	67	2	2	50	50	14
2016_04_04_9_29_AM	41002.3536590210	30016	9	324994	6	15327	1	15327	99				3					4	2	33	67	2	2	50	50	15
