Date	Time	Monkey	Panel	Sess Time	Trial	Trial Time	"code (0 grid touch, 1 large pix touch, 2 failed trial)"	Latency to grid touch	Grid Choice	Category	Picture	Switch?	Switch count	Left categ	Left picture	Right categ	Right picture	Correct Trials	Failed Trials	% Failed	% success	Correct Trials Left	Correct Trials Right	% left choice	% right choice	record number
2016_04_05_9_14_PM	41003.84366	29928	5	19884	1	15000	2	15000	99				0	Fruit	FRT2.JPG	Nature	NAT5.JPG	0	1	100	0	0	0	NaN	NaN	1
2016_04_05_9_15_PM	41003.84436	29928	5	80883	2	15000	2	15000	99				0	Fruit	FRT1.JPG	Nature	NAT1.JPG	0	2	100	0	0	0	NaN	NaN	2
2016_04_05_9_16_PM	41003.84507	29928	5	141883	3	15000	2	15000	99				0	Fruit	FRT5.JPG	Nature	NAT4.JPG	0	3	100	0	0	0	NaN	NaN	3
2016_04_05_9_17_PM	41003.84577	29928	5	202883	4	15000	2	15000	99				0	Fruit	FRT3.JPG	Nature	NAT6.JPG	0	4	100	0	0	0	NaN	NaN	4
2016_04_05_9_18_PM	41003.84648	29928	5	263883	5	15000	2	15000	99				0	Fruit	FRT4.JPG	Nature	NAT3.JPG	0	5	100	0	0	0	NaN	NaN	5
2016_04_05_9_19_PM	41003.84719	29928	5	324883	6	15000	2	15000	99				0	Fruit	FRT6.JPG	Nature	NAT2.JPG	0	6	100	0	0	0	NaN	NaN	6
2016_04_05_9_20_PM	41003.84789	29928	5	385883	7	15000	2	15000	99				0	Lab	LAB6.JPG	Fruit	FRT5.JPG	0	7	100	0	0	0	NaN	NaN	7
2016_04_05_9_21_PM	41003.8486	29928	5	446883	8	15000	2	15000	99				0	Lab	LAB4.JPG	Fruit	FRT6.JPG	0	8	100	0	0	0	NaN	NaN	8
2016_04_05_9_23_PM	41003.8493	29928	5	507883	9	15000	2	15000	99				0	Lab	LAB2.JPG	Fruit	FRT4.JPG	0	9	100	0	0	0	NaN	NaN	9
2016_04_05_9_24_PM	41003.85001	29928	5	568883	10	15000	2	15000	99				0	Lab	LAB1.JPG	Fruit	FRT3.JPG	0	10	100	0	0	0	NaN	NaN	10
2016_04_05_9_25_PM	41003.85072	29928	5	629883	11	15000	2	15000	99				0	Lab	LAB5.JPG	Fruit	FRT2.JPG	0	11	100	0	0	0	NaN	NaN	11
2016_04_05_9_26_PM	41003.85142	29928	5	690884	12	15000	2	15000	99				0	Lab	LAB3.JPG	Fruit	FRT1.JPG	0	12	100	0	0	0	NaN	NaN	12
2016_04_05_9_27_PM	41003.85217	29928	5	755883	13	15000	2	15000	99				0	Affiliative	AFF2.JPG	Fruit	FRT5.JPG	0	13	100	0	0	0	NaN	NaN	13
