Date	Time	Monkey	Panel	Sess Time	Trial	Trial Time	"code (0 grid touch, 1 large pix touch, 2 failed trial)"	Latency to grid touch	Grid Choice	Category	Picture	Switch?	Switch count	Left categ	Left picture	Right categ	Right picture	Correct Trials	Failed Trials	% Failed	% success	Correct Trials Left	Correct Trials Right	% left choice	% right choice	record number
2016_04_11_1_29_PM	41009.52075	29928	5	19871	1	15000	2	15000	99				0	Fruit	FRT5.JPG	Lab	LAB3.JPG	0	1	100	0	0	0	NaN	NaN	1
2016_04_11_1_30_PM	41009.52146	29928	5	80871	2	15000	2	15000	99				0	Fruit	FRT3.JPG	Lab	LAB2.JPG	0	2	100	0	0	0	NaN	NaN	2
2016_04_11_1_31_PM	41009.52217	29928	5	141871	3	15000	2	15000	99				0	Fruit	FRT6.JPG	Lab	LAB4.JPG	0	3	100	0	0	0	NaN	NaN	3
2016_04_11_1_32_PM	41009.52287	29928	5	202871	4	15000	2	15000	99				0	Fruit	FRT1.JPG	Lab	LAB5.JPG	0	4	100	0	0	0	NaN	NaN	4
2016_04_11_1_33_PM	41009.52358	29928	5	263871	5	15000	2	15000	99				0	Fruit	FRT2.JPG	Lab	LAB1.JPG	0	5	100	0	0	0	NaN	NaN	5
2016_04_11_1_34_PM	41009.52428	29928	5	324871	6	15000	2	15000	99				0	Fruit	FRT4.JPG	Lab	LAB6.JPG	0	6	100	0	0	0	NaN	NaN	6
2016_04_11_1_35_PM	41009.52499	29928	5	385871	7	15000	2	15000	99				0	Affiliative	AFF2.JPG	Lab	LAB6.JPG	0	7	100	0	0	0	NaN	NaN	7
2016_04_11_1_37_PM	41009.5257	29928	5	446871	8	15000	2	15000	99				0	Affiliative	AFF3.JPG	Lab	LAB5.JPG	0	8	100	0	0	0	NaN	NaN	8
2016_04_11_1_38_PM	41009.5264	29928	5	507871	9	15000	2	15000	99				0	Affiliative	AFF6.JPG	Lab	LAB2.JPG	0	9	100	0	0	0	NaN	NaN	9
2016_04_11_1_39_PM	41009.52711	29928	5	568871	10	15000	2	15000	99				0	Affiliative	AFF5.JPG	Lab	LAB3.JPG	0	10	100	0	0	0	NaN	NaN	10
2016_04_11_1_40_PM	41009.52781	29928	5	629871	11	15000	2	15000	99				0	Affiliative	AFF1.JPG	Lab	LAB4.JPG	0	11	100	0	0	0	NaN	NaN	11
2016_04_11_1_41_PM	41009.52852	29928	5	690871	12	15000	2	15000	99				0	Affiliative	AFF4.JPG	Lab	LAB1.JPG	0	12	100	0	0	0	NaN	NaN	12
2016_04_11_1_42_PM	41009.52927	29928	5	755871	13	15000	2	15000	99				0	Fruit	FRT1.JPG	Nature	NAT2.JPG	0	13	100	0	0	0	NaN	NaN	13
2016_04_11_1_43_PM	41009.52998	29928	5	816871	14	15000	2	15000	99				0	Fruit	FRT2.JPG	Nature	NAT6.JPG	0	14	100	0	0	0	NaN	NaN	14
2016_04_11_1_44_PM	41009.53069	29928	5	877870	15	15000	2	15000	99				0	Fruit	FRT4.JPG	Nature	NAT1.JPG	0	15	100	0	0	0	NaN	NaN	15
2016_04_11_1_45_PM	41009.53139	29928	5	938871	16	15000	2	15000	99				0	Fruit	FRT5.JPG	Nature	NAT4.JPG	0	16	100	0	0	0	NaN	NaN	16
2016_04_11_1_46_PM	41009.5321	29928	5	999871	17	15000	2	15000	99				0	Fruit	FRT6.JPG	Nature	NAT3.JPG	0	17	100	0	0	0	NaN	NaN	17
2016_04_11_1_47_PM	41009.5328	29928	5	1060871	18	15000	2	15000	99				0	Fruit	FRT3.JPG	Nature	NAT5.JPG	0	18	100	0	0	0	NaN	NaN	18
2016_04_11_1_48_PM	41009.53351	29928	5	1121871	19	15000	2	15000	99				0	Nature	NAT5.JPG	Lab	LAB3.JPG	0	19	100	0	0	0	NaN	NaN	19
2016_04_11_1_49_PM	41009.53422	29928	5	1182871	20	15000	2	15000	99				0	Nature	NAT2.JPG	Lab	LAB6.JPG	0	20	100	0	0	0	NaN	NaN	20
2016_04_11_1_50_PM	41009.53492	29928	5	1243871	21	15000	2	15000	99				0	Nature	NAT1.JPG	Lab	LAB2.JPG	0	21	100	0	0	0	NaN	NaN	21
2016_04_11_1_51_PM	41009.53563	29928	5	1304871	22	15000	2	15000	99				0	Nature	NAT6.JPG	Lab	LAB5.JPG	0	22	100	0	0	0	NaN	NaN	22
2016_04_11_1_52_PM	41009.53633	29928	5	1365871	23	15000	2	15000	99				0	Nature	NAT3.JPG	Lab	LAB1.JPG	0	23	100	0	0	0	NaN	NaN	23
2016_04_11_1_53_PM	41009.53704	29928	5	1426871	24	15000	2	15000	99				0	Nature	NAT4.JPG	Lab	LAB4.JPG	0	24	100	0	0	0	NaN	NaN	24
